mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
1516,52,0.5,0.09,,2622.76,4357,110,0.056,0.011,6.24,0.1,,1820,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1524,52,0.13,0.07,,2604.95,4375,110,0.014,0.008,6.9,0.3,,1830,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1534,52,0.12,0.05,,2583.31,4397,110,0.013,0.005,6.89,0.18,,1840,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1566,52,0.045,0.018,,2515.2,4465,110,0.0046,0.0019,7.35,0.19,,1880,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1571,52,0.42,0.22,,2506.00,4474,110,0.042,0.022,6.39,0.24,A,1880,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1573,52,0.29,0.03,,2500.38,4480,110,0.029,0.004,6.55,0.08,2U,1870,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1576,52,0.43,0.07,,2496.01,4484,110,0.042,0.008,6.38,0.1,,1890,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1582,52,0.26,0.03,,2481.91,4498,110,0.026,0.004,6.6,0.08,2NU,1900,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1599,52,0.048,0.008,,2446.90,4533,110,0.0046,0.0009,7.36,0.1,,1910,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1613,53,0.082,0.009,,2417.10,4563,110,0.0076,0.0011,7.14,0.08,,1930,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1623,53,0.51,0.12,,2395.71,4584,110,0.047,0.012,6.36,0.12,A,1940,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1632,53,0.48,0.09,,2376.64,4603,110,0.043,0.009,6.4,0.11,,1950,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1632,53,0.03,0.13,,2375.77,4604,110,0.002,0.011,7.6,2.1,,1950,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1634,53,0.06,0.07,,2371.67,4608,110,0.006,0.007,7.3,0.5,2U,1940,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1676,53,0.14,0.03,,2283.43,4697,110,0.011,0.003,6.99,0.11,2NU,2000,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1701,53,0.72,0.14,,2231.57,4748,110,0.057,0.012,6.3,0.1,,2030,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1727,53,3.2,0.7,,2176.25,4804,110,0.24,0.05,5.69,0.11,A,2060,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1728,53,0.15,0.06,,2174.78,4805,110,0.011,0.004,7.02,0.18,,2060,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1744,53,0.6,0.4,,2141.14,4839,110,0.04,0.03,6.5,0.3,2NU,2080,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1746,53,0.027,0.005,,2137.4,4843,110,0.0020,0.0004,7.78,0.1,,2080,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1747,53,2,0.3,,2134.66,4845,110,0.14,0.02,5.92,0.09,,2080,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1748,53,0.156,0.012,,2131.67,4848,110,0.0114,0.0013,7.02,0.07,,2080,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1755,53,0.34,0.11,,2116.98,4863,110,0.025,0.008,6.68,0.16,,2090,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1811,53,0.23,0.14,,1998.70,4981,110,0.016,0.009,6.9,0.3,,2150,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1838,53,5.4,0.8,,1943.50,5036,110,0.34,0.06,5.58,0.08,A,2180,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1841,53,0.15,0.009,,1936.04,5044,110,0.0095,0.001,7.13,0.06,,2180,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1915,53,0.19,0.08,,1782.32,5198,110,0.011,0.004,7.11,0.19,2NU,2270,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1948,53,0.028,0.022,,1712.03,5268,110,0.0015,0.0012,8,0.4,2NU,2310,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
2032,53,0.7,0.4,,1537.69,5442,110,0.03,0.02,6.7,0.3,,2390,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
2398,53,0.13,0.04,,774.98,6205,110,0.0038,0.0012,7.72,0.14,4NU,2780,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
2441,54,11,3,,686.67,6293,110,0.30,0.09,5.82,0.13,A,2840,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17

